source_platform,app_name,app_id,country,review_id,review_title,review_text,rating,review_date,user_name,collected_at
Apple App Store,Spotify,324684580,us,14076254682,New logo 🥹,"Love this disco logo 
Please don’t change!",5,2026-05-17 14:31:05-07:00,JimStn,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076254435,🩷❤️,😍,5,2026-05-17 14:30:59-07:00,KellieDK,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076254005,App icon,The new app icon makes me want to cancel service. So bad,2,2026-05-17 14:30:48-07:00,Badiconhateit,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076245171,Incredible app for music & podcasts,This app is incredible & amazing as well as u can look & listen to an new music or podcast,5,2026-05-17 14:27:15-07:00,Nick1058,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076244546,Special!!,"I’m 67 years old, and to be honest with you, I don’t know what I would do without Spotify. I listen to all kinds of music! And with Spotify it’s just so easy!",5,2026-05-17 14:27:01-07:00,Thedeirick,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076243666,ugly logo,ugly ai looking logo,1,2026-05-17 14:26:41-07:00,thedustiestpan,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076242589,Service Failures,"After the most recent Apple update, Spotify has been incredibly challenging to use. The DJ does not work or the sync up. Features to CarPlay are struggling. Additional time needs to be done in testing in order to roll to the market without service failures.",1,2026-05-17 14:26:16-07:00,Nat5509,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076241621,Eh,Great but like if you don’t got premium you only get a song break from the ads like once every 5 ads,4,2026-05-17 14:25:53-07:00,ig its troy,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076238729,Horrible AI slop icon,"I think you can afford to make good icon and not some AI slop, not even a good one",3,2026-05-17 14:24:41-07:00,TheInee,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076238734,Ok,Spotify is a great app to listen to music. But I think the people that didn’t pay for the premium should be able to replay the song or rewind,5,2026-05-17 14:24:41-07:00,Qamarie,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076224003,Yay,It’s good but you probably need Spotify premium to have a good time also it’s hard to find like songs that are extremely popular,4,2026-05-17 14:18:51-07:00,hshsjdbdnhchdjbch💩,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076215255,NO ads,I bought premium and it was SO worth it,5,2026-05-17 14:15:26-07:00,Sghaydar,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076213506,My go to!,"I’ve used many different music platforms. Music is a necessity in my life. Spotify is by far the most user-friendly. Has more music options, musicians and playlists than any others.",5,2026-05-17 14:14:44-07:00,HiRoader1,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076211962,premium,"not having premium is so annoying, ads every 3 songs🫩",3,2026-05-17 14:14:07-07:00,kinzzlerr,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076206160,Change back your logo and also bullying!,I really don’t like the new logo and I don’t think anyone else likes it. It seems more AI like other than the old nice logo. Also the boy on the podcasts it should really stop it really mean and I think I’ve met someone who’s really bad stuff from it. I won’t say what but please fix that problem. and thank you.,3,2026-05-17 14:11:51-07:00,Fuzzydino🎀🧷,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076198461,A song,I can listen to wrap me up in plastic and it’s slow down,5,2026-05-17 14:08:54-07:00,Osikwoaoa,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076195060,New icon,"Been with Spotify for over a decade,  the new icon is making me want to uninstall. Fix it please!",1,2026-05-17 14:07:33-07:00,GA Gina,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076194632,Title,Good music,5,2026-05-17 14:07:24-07:00,Nicknamed:3 :D,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076175218,Spotify,I love it . When I’m sad are happy I just listen to music and Spotify helps me with that and I love it,5,2026-05-17 13:59:44-07:00,The goat 🥹,2026-05-20T03:33:37.122772+00:00
